Department,Level,Code,Average Grade
Biology,2000,BL2802,13.28
Biology,2000,BL2803,14.62
Biology,3000,BL3000,15.41
Biology,3000,BL3301,13.74
Biology,3000,BL3302,13.64
Biology,3000,BL3303,14.06
Biology,3000,BL3307,14.78
Biology,3000,BL3308,14.75
Biology,3000,BL3309,14.25
Biology,3000,BL3310,14.45
Biology,3000,BL3311,14.08
Biology,3000,BL3312,13.09
Biology,3000,BL3313,13.94
Biology,3000,BL3315,14.32
Biology,3000,BL3316,14.96
Biology,3000,BL3318,13.80
Biology,3000,BL3319,14.36
Biology,3000,BL3320,14.42
Biology,3000,BL3321,15.67
Biology,3000,BL3322,14.57
Biology,3000,BL3323,15.90
Biology,3000,BL3400,15.34
Biology,4000,BL4200,16.05
Biology,4000,BL4201,15.72
Biology,4000,BL4202,16.00
Biology,4000,BL4210,14.84
Biology,4000,BL4211,14.82
Biology,4000,BL4212,15.03
Biology,4000,BL4213,14.52
Biology,4000,BL4215,15.21
Biology,4000,BL4216,15.06
Biology,4000,BL4220,15.44
Biology,4000,BL4222,14.91
Biology,4000,BL4223,15.31
Biology,4000,BL4224,15.06
Biology,4000,BL4230,16.21
Biology,4000,BL4231,16.50
Biology,4000,BL4232,16.20
Biology,4000,BL4234,15.67
Biology,4000,BL4235,15.16
Biology,4000,BL4248,15.76
Biology,4000,BL4249,15.97
Biology,4000,BL4251,15.31
Biology,4000,BL4254,16.78
Biology,4000,BL4255,14.84
Biology,4000,BL4256,17.14
Biology,4000,BL4258,14.85
Biology,4000,BL4259,15.24
Biology,4000,BL4260,14.64
Biology,4000,BL4262,15.25
Biology,4000,BL4263,15.62
Biology,4000,BL4266,15.05
Biology,4000,BL4268,15.80
Biology,4000,BL4270,15.49
Biology,4000,BL4273,14.60
Biology,4000,BL4274,15.77
Biology,4000,BL4275,16.39
Biology,4000,BL4278,15.84
Biology,4000,BL4280,15.39
Biology,4000,BL4281,15.61
Biology,4000,BL4282,15.42
Biology,4000,BL4284,15.94
Biology,4000,BL4285,16.03
Biology,4000,BL4286,15.02
Biology,4000,BL4291,15.86
Biology,4000,BL4301,14.24
Biology,4000,BL4601,15.35
Biology,4000,BL4602,17.28
Biology,4000,BL4801,13.48
Biology,4000,BL4802,13.05
Biology,5000,BL5008,16.75
Biology,5000,BL5011,15.19
Biology,5000,BL5013,17.13
Biology,5000,BL5016,15.73
Biology,5000,BL5018,16.00
Biology,5000,BL5019,17.41
Biology,5000,BL5020,14.95
Biology,5000,BL5021,15.33
Biology,5000,BL5103,15.61
Biology,5000,BL5104,15.82
Biology,5000,BL5111,16.46
Biology,5000,BL5112,15.84
Biology,5000,BL5113,16.00
Biology,5000,BL5121,15.46
Biology,5000,BL5122,15.61
Biology,5000,BL5124,15.83
Biology,5000,BL5125,16.64
Biology,5000,BL5199,16.00
Biology,5000,BL5201,14.85
Biology,5000,BL5202,15.87
Biology,5000,BL5301,15.90
Biology,5000,BL5302,16.29
Biology,5000,BL5303,16.12
Biology,5000,BL5304,15.45
Biology,5000,BL5321,15.96
Biology,5000,BL5322,15.80
Biology,5000,BL5323,15.96
Biology,5000,BL5324,16.06
Biology,5000,BL5399,16.50
Biology,5000,BL5420,16.16
Biology,5000,BL5421,15.03
Biology,5000,BL5499,16.90
Biology,5000,BL5801,15.38
Biology,5000,BL5802,14.68
Biology,5000,BL5803,15.66
Biology,5000,BL5804,15.69
Biology,5000,BL5805,15.23
Biology,5000,BL5821,14.23
Biology,5000,BL5823,15.18
Biology,5000,BL5825,15.57
Biology,5000,BL5899,17.13
Economics and Finance,1000,EC1001,13.96
Economics and Finance,1000,EC1002,13.30
Economics and Finance,1000,EC1003,13.05
Economics and Finance,2000,EC2001,13.32
Economics and Finance,2000,EC2002,12.87
Economics and Finance,2000,EC2003,12.78
Economics and Finance,2000,EC2004,12.10
Economics and Finance,2000,EC2008,13.47
Economics and Finance,3000,EC3201,14.03
Economics and Finance,3000,EC3202,15.18
Economics and Finance,3000,EC3203,13.77
Economics and Finance,3000,EC3301,15.20
Economics and Finance,3000,EC3302,14.75
Economics and Finance,3000,EC3303,15.25
Economics and Finance,3000,EC3304,14.80
Economics and Finance,3000,EC3305,14.30
Economics and Finance,3000,EC3306,15.00
Economics and Finance,4000,EC4201,13.45
Economics and Finance,4000,EC4202,13.13
Economics and Finance,4000,EC4203,15.40
Economics and Finance,4000,EC4204,14.93
Economics and Finance,4000,EC4205,15.58
Economics and Finance,4000,EC4300,16.10
Economics and Finance,4000,EC4302,15.63
Economics and Finance,4000,EC4401,14.50
Economics and Finance,4000,EC4402,14.85
Economics and Finance,4000,EC4403,14.20
Economics and Finance,4000,EC4405,15.35
Economics and Finance,4000,EC4406,14.70
Economics and Finance,4000,EC4407,15.60
Economics and Finance,4000,EC4408,16.00
Economics and Finance,4000,EC4409,15.95
Economics and Finance,4000,EC4410,15.30
Economics and Finance,4000,EC4411,15.30
Economics and Finance,4000,EC4414,14.60
Economics and Finance,4000,EC4415,14.55
Economics and Finance,4000,EC4417,14.75
Economics and Finance,4000,EC4418,14.80
Economics and Finance,4000,EC4419,14.00
Economics and Finance,4000,EC4420,14.20
Economics and Finance,4000,EC4421,14.20
Economics and Finance,4000,EC4424,15.80
Economics and Finance,4000,EC4430,14.70
Economics and Finance,4000,EC4499,15.30
Economics and Finance,4000,EC4501,13.77
Economics and Finance,4000,EC4502,13.80
Economics and Finance,4000,EC4503,14.10
Economics and Finance,4000,EC4504,13.60
Economics and Finance,4000,EC4505,13.80
Economics and Finance,4000,EC4506,14.30
Economics and Finance,4000,EC4507,14.60
Economics and Finance,4000,EC4508,15.20
Economics and Finance,4000,EC4509,14.15
Economics and Finance,4000,EC4510,16.00
Economics and Finance,4000,EC4511,15.70
Economics and Finance,4000,EC4512,14.95
Economics and Finance,4000,EC4513,14.90
Economics and Finance,4000,EC4514,14.95
Economics and Finance,4000,EC4515,14.60
Economics and Finance,4000,EC4517,14.00
Economics and Finance,4000,EC4519,15.40
Economics and Finance,4000,EC4520,15.00
Economics and Finance,4000,EC4602,13.90
Economics and Finance,4000,EC4605,14.70
Economics and Finance,4000,EC4606,13.90
Economics and Finance,4000,EC4609,14.80
Economics and Finance,4000,EC4615,16.40
Economics and Finance,4000,EC4617,14.90
Economics and Finance,5000,EC5201,13.69
Economics and Finance,5000,EC5202,13.05
Economics and Finance,5000,EC5203,12.81
Economics and Finance,5000,EC5204,14.44
Economics and Finance,5000,EC5220,12.20
Economics and Finance,5000,EC5222,15.83
Economics and Finance,5000,EC5225,15.03
Economics and Finance,5000,EC5299,16.44
Economics and Finance,5000,EC5501,15.58
Economics and Finance,5000,EC5502,15.57
Economics and Finance,5000,EC5503,17.34
Economics and Finance,5000,EC5504,16.23
Economics and Finance,5000,EC5505,15.30
Economics and Finance,5000,EC5506,15.95
Economics and Finance,5000,EC5507,16.32
Economics and Finance,5000,EC5509,16.35
Economics and Finance,5000,EC5518,16.74
Economics and Finance,5000,EC5599,16.25
Economics and Finance,5000,EC5601,15.07
Economics and Finance,5000,EC5604,14.24
Economics and Finance,5000,EC5605,15.05
Economics and Finance,5000,EC5606,15.41
Economics and Finance,5000,EC5608,14.42
Economics and Finance,5000,EC5609,14.08
Economics and Finance,5000,EC5610,15.63
Economics and Finance,5000,EC5611,15.25
Economics and Finance,5000,EC5699,15.66
Economics and Finance,5000,EC5722,15.41
Economics and Finance,5000,EC5801,14.61
Economics and Finance,5000,EC5899,15.50
Economics and Finance,5000,EC5901,14.43
Geography and Sustainable Development,2000,SD2002,14.50
Geography and Sustainable Development,3000,SD3100,16.20
Geography and Sustainable Development,3000,SD3110,15.90
Geography and Sustainable Development,3000,SD3111,14.56
Geography and Sustainable Development,4000,SD4110,16.53
Geography and Sustainable Development,4000,SD4111,14.80
Geography and Sustainable Development,4000,SD4112,15.40
Geography and Sustainable Development,4000,SD4113,15.61
Geography and Sustainable Development,3000,GG3201,16.11
Geography and Sustainable Development,3000,GG3227,15.36
Geography and Sustainable Development,3000,GG3229,13.41
Geography and Sustainable Development,3000,GG3238,15.60
Geography and Sustainable Development,4000,GG4201,15.23
Management,4000,MN4227,15.10
Philosophy,3000,PY3100,15.30
Philosophy,3000,PY3701,14.83
Philosophy,3000,PY3702,14.70
Philosophy,3000,PY3999,14.58
Philosophy,4000,PY4601,14.85
Philosophy,4000,PY4604,14.30
Philosophy,4000,PY4606,14.75
Philosophy,4000,PY4608,13.85
Philosophy,4000,PY4609,14.60
Philosophy,4000,PY4610,14.50
Philosophy,4000,PY4611,15.35
Philosophy,4000,PY4612,16.20
Philosophy,4000,PY4614,14.80
Philosophy,4000,PY4615,14.90
Philosophy,4000,PY4617,15.75
Philosophy,4000,PY4618,15.35
Philosophy,4000,PY4619,14.45
Philosophy,4000,PY4620,14.70
Philosophy,4000,PY4622,14.50
Philosophy,4000,PY4624,14.97
Philosophy,4000,PY4625,15.15
Philosophy,4000,PY4626,14.55
Philosophy,4000,PY4632,16.20
Philosophy,4000,PY4634,14.35
Philosophy,4000,PY4635,14.40
Philosophy,4000,PY4638,13.80
Philosophy,4000,PY4639,14.90
Philosophy,4000,PY4640,13.30
Philosophy,4000,PY4642,14.10
Philosophy,4000,PY4643,15.00
Philosophy,4000,PY4644,13.80
Philosophy,4000,PY4645,14.85
Philosophy,4000,PY4646,15.50
Philosophy,4000,PY4647,14.20
Philosophy,4000,PY4648,16.00
Philosophy,4000,PY4651,13.80
Philosophy,4000,PY4652,15.30
Philosophy,4000,PY4699,15.14
Philosophy,4000,PY4701,11.70
Psychology,1000,PS1001,13.27
Psychology,1000,PS1002,13.60
Psychology,2000,PS2001,13.33
Psychology,2000,PS2002,14.07
Psychology,3000,PS3021,14.70
Psychology,3000,PS3022,15.87
Psychology,3000,PS3031,14.97
Psychology,3000,PS3032,15.20
Psychology,3000,PS3033,15.43
Psychology,3000,PS3034,14.37
Psychology,3000,PS3035,15.00
Psychology,3000,PS3036,14.77
Psychology,3000,PS3037,14.37
Psychology,3000,PS3038,14.67
Psychology,4000,PS4040,14.90
Psychology,4000,PS4050,15.63
Psychology,4000,PS4060,14.90
Psychology,4000,PS4064,15.30
Psychology,4000,PS4065,14.15
Psychology,4000,PS4066,14.90
Psychology,4000,PS4069,14.70
Psychology,4000,PS4071,15.13
Psychology,4000,PS4074,15.30
Psychology,4000,PS4079,15.65
Psychology,4000,PS4083,15.87
Psychology,4000,PS4084,15.13
Psychology,4000,PS4085,15.73
Psychology,4000,PS4086,15.15
Psychology,4000,PS4088,15.60
Psychology,4000,PS4089,15.27
Psychology,4000,PS4090,15.40
Psychology,4000,PS4091,15.43
Psychology,4000,PS4092,13.70
Psychology,4000,PS4093,15.87
Psychology,4000,PS4094,15.80
Psychology,4000,PS4095,15.70
Psychology,4000,PS4096,15.30
Psychology,4000,PS4097,15.00
Psychology,4000,PS4100,15.45
Psychology,4000,PS4101,16.20
Psychology,4000,PS4299,16.05
Psychology,5000,PS5002,15.75
Psychology,5000,PS5003,15.87
Psychology,5000,PS5005,15.53
Psychology,5000,PS5010,16.33
Psychology,5000,PS5011,16.00
Psychology,5000,PS5012,16.73
Psychology,5000,PS5013,16.95
Psychology,5000,PS5021,14.97
Psychology,5000,PS5031,16.50
Psychology,5000,PS5101,15.60
Psychology,5000,PS5102,15.80
Psychology,5000,PS5103,16.80
Psychology,5000,PS5104,18.20
Psychology,5000,PS5105,14.60
Psychology,5000,PS5106,12.00
Psychology,5000,PS5231,15.87
Psychology,5000,PS5232,15.20
Psychology,5000,PS5233,16.47
Psychology,5000,PS5234,15.13
Psychology,5000,PS5235,16.33
Psychology,5000,PS5236,15.90
Psychology,5000,PS5237,16.70
Psychology,5000,PS5238,16.03
Psychology,5000,PS5240,16.07
Psychology,5000,PS5401,15.20
Psychology,5000,PS5402,15.90
Psychology,5000,PS5403,15.10
Psychology,5000,PS5404,17.10
Psychology,5000,PS5405,15.30
Psychology,5000,PS5406,14.35
Psychology,5000,CE5001,10.57
Psychology,5000,CE5002,12.65
Psychology,5000,CE5003,10.70
Psychology,5000,CE5004,11.90
Psychology,5000,CE5005,9.80
Psychology,5000,CE5006,13.65
Classics,3000,AA3020,15.03
Classics,4000,AA4001,14.56
Classics,4000,AA4149,12.88
Classics,1000,AN1001,12.03
Classics,1000,AN1002,12.76
Classics,2000,AN2002,13.51
Classics,2000,AN2003,13.26
Classics,3000,AN3020,15.33
Classics,4000,AN4105,15.08
Classics,4000,AN4108,15.64
Classics,4000,AN4109,15.28
Classics,4000,AN4110,14.76
Classics,4000,AN4117,14.80
Classics,4000,AN4121,15.03
Classics,4000,AN4127,15.45
Classics,4000,AN4130,14.45
Classics,4000,AN4131,15.01
Classics,4000,AN4136,13.80
Classics,4000,AN4145,15.10
Classics,4000,AN4146,14.06
Classics,4000,AN4149,15.35
Classics,4000,AN4152,15.59
Classics,4000,AN4154,14.92
Classics,4000,AN4424,15.16
Classics,4000,AN4425,15.44
Classics,5000,AN5001,16.04
Classics,5000,AN5099,14.95
Classics,5000,AN5114,14.77
Classics,5000,AN5137,15.33
Classics,1000,CL1004,13.84
Classics,1000,CL1005,13.46
Classics,2000,CL2003,13.68
Classics,2000,CL2004,13.61
Classics,4000,CL4406,14.68
Classics,4000,CL4419,15.32
Classics,4000,CL4420,15.20
Classics,4000,CL4421,14.91
Classics,4000,CL4433,14.69
Classics,4000,CL4435,14.74
Classics,4000,CL4437,15.63
Classics,4000,CL4438,14.81
Classics,4000,CL4442,14.12
Classics,4000,CL4444,15.46
Classics,4000,CL4449,14.19
Classics,4000,CL4452,14.68
Classics,4000,CL4455,15.23
Classics,4000,CL4456,15.58
Classics,4000,CL4457,15.44
Classics,4000,CL4500,14.69
Classics,4000,CL4458,15.20
Classics,4000,CL4990,14.67
Classics,4000,CL4999,15.69
Classics,5000,CL5099,14.81
Classics,5000,CL5201,15.84
Classics,1000,GK1001,13.56
Classics,1000,GK1002,12.72
Classics,1000,GK1005,14.15
Classics,1000,GK1006,14.02
Classics,2000,GK2001,14.60
Classics,2000,GK2002,14.58
Classics,2000,GK2003,11.82
Classics,2000,GK2004,13.93
Classics,4000,GK4100,15.40
Classics,4000,GK4102,14.90
Classics,4000,GK4105,15.13
Classics,4000,GK4109,14.01
Classics,4000,GK4113,15.03
Classics,4000,GK4116,14.89
Classics,4000,GK4117,15.30
Classics,4000,GK4118,14.30
Classics,4000,GK4120,14.65
Classics,4000,GK4121,15.13
Classics,4000,GK4999,15.50
Classics,5000,GK5102,15.19
Classics,1000,LT1001,13.74
Classics,1000,LT1002,13.88
Classics,1000,LT1003,13.81
Classics,1000,LT1004,12.86
Classics,2000,LT2001,14.03
Classics,2000,LT2002,14.15
Classics,2000,LT2003,13.77
Classics,2000,LT2004,13.85
Classics,4000,LT4201,15.12
Classics,4000,LT4203,15.50
Classics,4000,LT4208,15.17
Classics,4000,LT4209,15.51
Classics,4000,LT4210,15.12
Classics,4000,LT4211,13.13
Classics,4000,LT4213,14.26
Classics,4000,LT4214,14.41
Classics,4000,LT4215,14.82
Classics,4000,LT4216,14.86
Classics,4000,LT4217,14.67
Classics,4000,LT4218,15.40
Classics,4000,LT4999,15.92
Classics,5000,LT5001,14.83
English,1000,EN1003,13.48
English,1000,EN1004,13.16
English,2000,EN2003,13.36
English,2000,EN2004,14.05
English,3000,EN3111,15.52
English,3000,EN3112,15.00
English,3000,EN3113,14.15
English,3000,EN3141,14.58
English,3000,EN3142,14.48
English,3000,EN3161,14.60
English,3000,EN3162,15.00
English,3000,EN3163,14.35
English,3000,EN3164,14.20
English,3000,EN3165,14.70
English,3000,EN3166,14.60
English,3000,EN3201,14.20
English,3000,EN3202,15.33
English,3000,EN3206,14.60
English,3000,EN3207,15.00
English,3000,EN3208,14.80
English,3000,EN3209,13.90
English,3000,EN3210,14.27
English,3000,EN3211,15.70
English,3000,EN3212,14.97
English,3000,EN3213,15.13
English,3000,EN3214,14.50
English,3000,EN3215,14.70
English,3000,EN3216,14.80
English,3000,EN3217,15.70
English,3000,EN3904,13.10
English,3000,EN3905,15.00
English,4000,EN4311,15.60
English,4000,EN4312,14.80
English,4000,EN4314,15.30
English,4000,EN4315,15.03
English,4000,EN4316,15.27
English,4000,EN4341,14.95
English,4000,EN4342,14.58
English,4000,EN4343,15.65
English,4000,EN4344,14.73
English,4000,EN4345,14.60
English,4000,EN4346,15.40
English,4000,EN4347,14.80
English,4000,EN4348,15.50
English,4000,EN4361,14.74
English,4000,EN4362,14.30
English,4000,EN4363,14.70
English,4000,EN4364,14.50
English,4000,EN4365,14.50
English,4000,EN4366,14.77
English,4000,EN4367,14.40
English,4000,EN4398,15.50
English,4000,EN4399,15.40
English,4000,EN4402,14.10
English,4000,EN4403,15.30
English,4000,EN4404,14.75
English,4000,EN4405,15.12
English,4000,EN4406,14.85
English,4000,EN4407,14.35
English,4000,EN4408,13.50
English,4000,EN4409,14.60
English,4000,EN4413,14.60
English,4000,EN4414,14.83
English,4000,EN4415,14.85
English,4000,EN4416,14.65
English,4000,EN4417,15.28
English,4000,EN4418,15.77
English,4000,EN4419,15.13
English,4000,EN4420,15.73
English,4000,EN4421,14.80
English,4000,EN4422,14.50
English,4000,EN4423,15.88
English,4000,EN4424,15.73
English,4000,EN4425,15.03
English,4000,EN4426,15.40
English,4000,EN4427,16.60
English,4000,EN4428,15.70
English,4000,EN4430,16.60
English,4000,EN4432,15.30
English,4000,EN4500,15.65
English,5000,EN5004,15.99
English,5000,EN5005,17.09
English,5000,EN5006,15.82
English,5000,EN5007,16.50
English,5000,EN5008,15.66
English,5000,EN5009,16.23
English,5000,EN5015,16.23
English,5000,EN5017,15.95
English,5000,EN5018,15.45
English,5000,EN5099,16.39
English,5000,EN5100,0.00
English,5000,EN5101,8.29
English,5000,EN5105,16.25
English,5000,EN5112,16.21
English,5000,EN5115,15.51
English,5000,EN5116,15.34
English,5000,EN5201,15.67
English,5000,EN5301,16.17
English,5000,EN5302,15.71
English,5000,EN5303,15.67
English,5000,EN5304,15.25
English,5000,EN5402,16.03
English,5000,EN5501,15.51
English,5000,EN5502,15.87
English,5000,EN5511,15.93
Social Anthropology,1000,SA1001,13.97
Social Anthropology,1000,SA1002,14.04
Social Anthropology,2000,SA2001,13.82
Social Anthropology,2000,SA2002,14.62
Social Anthropology,3000,SA3021,15.84
Social Anthropology,3000,SA3030,15.34
Social Anthropology,3000,SA3031,15.97
Social Anthropology,3000,SA3032,15.05
Social Anthropology,3000,SA3049,15.00
Social Anthropology,3000,SA3050,15.07
Social Anthropology,3000,SA3055,15.81
Social Anthropology,3000,SA3057,14.80
Social Anthropology,3000,SA3059,15.09
Social Anthropology,3000,SA3060,15.16
Social Anthropology,3000,SA3062,15.42
Social Anthropology,3000,SA3063,15.14
Social Anthropology,3000,SA3064,15.21
Social Anthropology,3000,SA3506,15.25
Social Anthropology,4000,SA4005,15.36
Social Anthropology,4000,SA4058,15.51
Social Anthropology,4000,SA4059,14.98
Social Anthropology,4000,SA4060,15.41
Social Anthropology,4000,SA4098,14.56
Social Anthropology,4000,SA4099,15.32
Social Anthropology,4000,SA4850,15.71
Social Anthropology,4000,SA4857,14.85
Social Anthropology,4000,SA4860,16.72
Social Anthropology,4000,SA4862,14.88
Social Anthropology,4000,SA4863,14.97
Social Anthropology,4000,SA4865,15.39
Social Anthropology,4000,SA4866,15.11
Social Anthropology,5000,SA5010,15.83
Social Anthropology,5000,SA5011,15.82
Social Anthropology,5000,SA5020,16.13
Social Anthropology,5000,SA5021,15.90
Social Anthropology,5000,SA5099,16.36
Social Anthropology,5000,SA5202,16.60
Social Anthropology,5000,SA5203,17.00
Social Anthropology,5000,SA5521,16.58
